emo	val	name	sentence
angry	-3.25	sample_00002338	这。明摆着吗？那个混蛋！因为。那个。老板。娘。
angry	-1.75	sample_00005625	什么？叫我？不就要根吸管啊。
worried	-2.0	sample_00000441	问题：这不是我的事，这是我同事的。
worried	-0.5	sample_00001436	现在身体情况一直不太好，我呢，也不太放心，我就怕他呀，根本。
happy	1.0	sample_00004551	奶奶是双胞胎，我们家是有双胞胎遗传基因的。
sad	-2.5	sample_00005164	不是，他，不是。
worried	-1.25	sample_00006772	您就没有想过找个男朋友？
angry	-3.0	sample_00004161	你是不是根本就不在乎我？
angry	-3.0	sample_00005649	我：这还有什么意思？
worried	-2.0	sample_00000031	哦。
sad	-1.5	sample_00003169	妈，帮他，跟着我，你放心，等以后条件好了，我带他回去过。
surprise	1.0	sample_00005605	你怎么来了？
angry	-3.0	sample_00005531	你现在变得越来越不可理喻了。
worried	-0.25	sample_00006127	他妈跟我说这些的时候，啊，我心里真的挺感动的，但后来又有点心慌，我会不会是做错了什么。
happy	1.5	sample_00000817	乖乖。
angry	-3.0	sample_00006409	此计：已经订婚了，你女儿，第三者插足，插到我们家来。
worried	-0.75	sample_00000498	喝牛奶，结果樊姐就说：没钱买，然后，樊姐她妈就让樊姐去买，说，哪怕是全家大人，饿着肚子。
neutral	0.5	sample_00006981	你妈妈确实过世了，但是，你的。
neutral	1.75	sample_00004929	我要过这种人生，这种人生，只有朋友能给你。
worried	-1.25	sample_00003083	军哥，枪，给了你。
worried	-2.0	sample_00006032	唉，你也是为家子，好，持家子。
neutral	0.5	sample_00002162	那是朋友的一种包含和帮助。
neutral	1.5	sample_00005095	刚才，不好意思，不过呢，从刚刚的这个小意外，和大家的一片惊呼声中，我想到了四个字。
surprise	1.5	sample_00006523	
worried	-1.25	sample_00006629	那，怎么办？我。我。是不是要被遣送回国？
angry	-2.5	sample_00003999	那我们是什么？我们是苍蝇。
happy	2.25	sample_00006144	您可千万别和我客气啊，我跟远总关系特别好，您就把我当。
worried	-1.25	sample_00003937	
happy	2.0	sample_00004024	那个，我妈怀我的时候吧。
worried	-2.25	sample_00003049	你让我去台湾，是担心形势不利。
angry	-2.75	sample_00003238	婆媳七年，可有的时候，看一个人呢，还真是一分钟就。
neutral	-0.25	sample_00002473	多的卡车都要经过地棒台，那是唯一的一个中心点，只要在上晚班的时候，把湿块扔到车厢里，第二天，那些运煤，在卡车，就会把咱们运到全省，甚至更远的炉火里边，烧成灰。
angry	-1.75	sample_00004027	当初，我说：什么来着？
angry	-1.25	sample_00003462	你把我推来推去，你信不信？
happy	2.0	sample_00000007	那就不见不散了。啊！好，那。姐。
happy	3.0	sample_00006079	那我不跟你说了，我得赶紧选衣服去了。谢谢你啊，亲爱的。
sad	-3.5	sample_00001747	我真的需要人帮我，我知道，你是个好人。
neutral	-0.25	sample_00000928	再说了，人家要对你面试的呀。
surprise	-2.0	sample_00006313	这么多啊。
sad	-2.25	sample_00004085	你二哥的癌。
happy	2.0	sample_00002426	我想，大半夜能够把我们从被窝里给揪出来，不是朋友，是什么？
happy	3.5	sample_00006861	简直就是一箭三雕呢。
angry	-4.75	sample_00005864	你们根本就没想过，我为什么想死啊？那还是因为，我觉得，活着，我就折磨。
angry	-3.5	sample_00002276	再说了，我也不是儿媳妇，关他什么事啊？今天也泼我一身的水，这回，几乎忍不了，忍不了。
surprise	1.0	sample_00006183	你爸的照片。
worried	-1.25	sample_00005758	等到你这个新鲜劲过了，以后，不陪他吗？对，他会。
neutral	-1.5	sample_00006186	忘了，忘了，忘了。
happy	1.0	sample_00002190	公。公！公，公。公。
worried	-1.75	sample_00006249	好的，那你抓紧时间。哦，这么冷的。
angry	-3.75	sample_00004956	我的手艺：学三只手的手艺。
happy	2.0	sample_00003180	我请了三天假，来陪你。
neutral	0.25	sample_00005335	是我的衣食父母。
angry	-3.0	sample_00001492	瞅瞅你这个样子，你就是个感情骗子，你说你骗谁？不行？你骗，要骗干净啊。
surprise	4.25	sample_00002571	他，活着，好。
happy	1.75	sample_00005867	那更好。
worried	-0.75	sample_00003239	
angry	-1.5	sample_00000823	我对这个材用得非常有意见，你知道吧。
angry	-2.5	sample_00001655	回去，你不让我回去演出。
neutral	0.5	sample_00002930	多一些沟通。
angry	-2.25	sample_00004485	我把王博推给家属，去道歉，这钱怎么道？
neutral	0.25	sample_00000279	还不知道多久才好呢，你先回去吧，我俩打车。
worried	-1.75	sample_00003828	我：我不知道。你：你之前落过敏，我：就是想。
angry	-3.0	sample_00002888	桃子：不在家，去哪儿了？她都不知道，这还得了啊。
surprise	-0.5	sample_00000368	你。是谁？
sad	-4.0	sample_00000974	你以为？你以为，你死了，就可以一了百了了？
neutral	0.0	sample_00003718	你李叔，那儿子，镶着那姑娘。
worried	-2.0	sample_00003864	老胡：对不起啊，你看，你，费劲把理，给他找一份工作，怎么又干出这样的事呢？
happy	1.0	sample_00003252	一个人呢？我有，冯磊，有，他，在的地方，就是。
worried	-1.5	sample_00004366	也不合适，万一让他的病人看见，影响他的声誉，怎么办？而且，樊姐他爸住院，赵医生帮了不少忙。
angry	-2.75	sample_00003134	警告你啊！冯家河，你不许再跟那小子。
sad	-2.75	sample_00005324	不是，不是这样的，当时，当时，我确实不是要故意把你搞丢了。
surprise	-2.75	sample_00000997	死了？怎么死啊？
happy	2.25	sample_00003153	一定很高兴，很高兴。
angry	-2.25	sample_00005462	你是：一而再，再而三。
angry	-4.0	sample_00000418	你什么时候才能学会保护自己，为自己负责？
sad	-3.5	sample_00004476	今天，我再问你一遍：尘放的死，你，有没有关系？
angry	-3.75	sample_00004803	没话，可以找话呀。
happy	2.0	sample_00003017	嗯，嗯，李主任，那个，我想问问，您，唱歌，到底有几个名字？
angry	-4.5	sample_00000938	管好你儿子吧！
neutral	0.25	sample_00004966	他：相反的，不怎么说。
worried	-1.25	sample_00005110	不是，你这房产证都给人家了，你再要回来，就跟合适吗？这。个。
worried	-1.25	sample_00001070	他：越这样，我心里越慌。
happy	2.0	sample_00002993	这有什么呀？跟这种人在一。
neutral	0.0	sample_00003578	一心两用，总比你的追魂夺命扣要强。
angry	-2.75	sample_00005473	别的女人被我捉到了，这算不算丢了？刘家？
sad	-4.25	sample_00002804	但是，我为了想给他要挣点钱，没有能这个。
neutral	0.5	sample_00004131	特别地潇洒，特别的快乐。我过得很心。
neutral	-1.0	sample_00006191	你不是觉得在这儿不方便？院父：近有个咖啡馆，我可以去那儿等你啊，但是，你下班必须。
angry	-4.0	sample_00002298	那是我一分钱一分钱修车攒出来的。我问。你。我。
sad	-2.25	sample_00000276	你看。
angry	-1.0	sample_00001597	把他们两个嘴堵上。
worried	-1.0	sample_00001378	我要血泪教训，我，一定要讲给你听！如果你想对一个男人太好，你即使心里这么想的，你，也不能。
neutral	0.25	sample_00005005	好像，我是最有资格，陪在你的身边，和你共同面对这件事。
angry	-4.25	sample_00006291	给我点心，这骗子。
angry	-2.0	sample_00004772	不要乱发评论。
worried	-2.5	sample_00004456	我了解他，他。这个人，只要是被他记恨的人，他。
worried	0.25	sample_00002510	这体育精神，也不比那个体育成绩重要啊！下个月。
sad	-2.25	sample_00006679	对，刘东：然后，我们就大吵了一架。
worried	-1.75	sample_00005678	哎呀，养一个孩子已经不容易了，现在又怀上另外一个，这真的负担。
happy	2.75	sample_00000208	伯母：好。
worried	-2.25	sample_00004901	可你想过没有。
neutral	0.0	sample_00000527	还没有，准备？好吧。
happy	0.75	sample_00006863	就要凡是听从夫家的。
neutral	-0.25	sample_00005023	哪？两？同伙。
neutral	-0.25	sample_00005635	瞳，瞳，腿，归我，抚。
neutral	-0.25	sample_00006931	都宿命般地分手了，分手的具体过程和细节，不为外人所道，三个当事人的说法，彼此出入很大。老年：萧军。
worried	-2.25	sample_00006937	我妈，到底怎么了？
worried	-1.5	sample_00004033	我们全往你一个人身上喷，会把人喷。
neutral	0.75	sample_00001718	我想。
neutral	-1.5	sample_00000650	因为，这三年期间，我自己也反思过。
worried	-2.5	sample_00002786	晓波，你好好想想，你演戏，越来越好。
sad	-4.25	sample_00006554	嗯。嗯。
sad	-2.25	sample_00006548	
happy	-1.0	sample_00004462	跟这儿打这算盘的啊，玩。
worried	-0.25	sample_00006529	如果什么大病，直接跟我说，不用瞒着，我，有心理承受能力。
surprise	-1.75	sample_00000439	啊。啊。
worried	-1.25	sample_00000970	来了第一天，就把后厨基本上全都给开了，我怀疑他是知道了，成心。
worried	-1.75	sample_00007018	我：呀，不，是，不愿意陪你去。
happy	2.25	sample_00001865	看你现在这样，我就放。
angry	-4.25	sample_00003682	我没有到的原因是，不管怎么说，人家邵主任在第一时间跟我讲了实情。
neutral	-0.5	sample_00000358	他从小是单亲家庭长大的，一直跟着妈。
neutral	-0.25	sample_00006445	宋琦的爸爸呀，在出海的时候，死了。
angry	-2.5	sample_00000218	这不是三十八度还没到吗？三十八度才算烧呢，我是去了，不是让人笑话吗？
neutral	0.0	sample_00003569	不，真，不要，他的老朋友。
angry	-2.75	sample_00005146	然后，盯梢，要监视，别在我这儿。
angry	-2.25	sample_00003379	还骗人，说：上厕所正好。
happy	2.0	sample_00005760	不过。
happy	2.25	sample_00003340	不过，也挺管用的，你那天不是也被我给。
neutral	0.0	sample_00001977	后来，我老公答应要付钱。
worried	-1.25	sample_00004470	我们俩现在全靠我奶奶救济呢。
happy	1.5	sample_00003418	我告诉他，他知道了，肯定感动得死去活来。
neutral	-1.75	sample_00005516	希望我能去帮他做。
neutral	-1.0	sample_00004517	我想问一下，咱们这老板，怎么总也见不着人呢？
angry	-2.5	sample_00000904	什么时候能长记性？你？你把他腿打折，都不一定长记。
neutral	-0.5	sample_00000324	
neutral	0.0	sample_00001956	哎，周末，你要陪小凡的父母回老家呀？可以呀，正好，那两天我也有事，有两个客户要见，还要参加一个论坛。好，那你一路上小心点，有什么事，给我打电话。
angry	-2.5	sample_00002294	反正，我现在是看清楚了，路远，就是这个世界上，最无耻，最不要脸。
sad	-4.0	sample_00001231	你这破歌，我：当时我跟他好的时候，就唱了这歌。
neutral	0.25	sample_00001913	那，咱们就取个上线，给五百吧。
neutral	-1.5	sample_00005621	我想，这个事情，你也不想让其他人知道吧。
angry	-2.25	sample_00003729	我们两个人过日子？不是。
worried	-1.25	sample_00004884	可有些事，我实在没有办法。
happy	1.5	sample_00001366	我想听听，你还有什么样的想法。
happy	2.25	sample_00004999	谢谢！
happy	3.25	sample_00004300	嗯，这是毛主席语录。
angry	-2.5	sample_00004466	我可以陪你的，我的车。
angry	-2.25	sample_00000812	你是不是看见我丈夫跟那个比基尼的女人？
happy	1.5	sample_00001415	那不好意思啊，我一直都不知道该怎么感谢你。
angry	-2.25	sample_00003229	你们两个怎么这么没有良心啊？你们怎么不关心、关心我呢？
angry	-2.5	sample_00002544	那，你现在那位极品婆婆，都已经说了，你为了离婚，跟你爸串通起来，来骗他们家的财产。
worried	-1.5	sample_00000348	可是，他对别人都有记忆，怎么偏偏不认识我。
sad	-4.0	sample_00000809	你知道爸为什么要去新疆吗？
sad	-3.5	sample_00002995	你疯狂用那个样了。
neutral	0.0	sample_00006572	嗯，是。
angry	-3.5	sample_00001641	你，应该就是他嘴里说的那种，全天下最恶毒的。
neutral	-1.0	sample_00001191	接着，你的饭碗，我再跟你抢，夺，干净的话，那就是：我，不是恩将仇报。
angry	-2.5	sample_00002477	没想到，你是警察，何必骗我呢？
neutral	1.25	sample_00002385	那。那。
angry	-2.75	sample_00001802	我告诉你们，我不后悔当医生，当成你们这样，我宁可不当。
neutral	-0.25	sample_00003534	把别人拖下水，不如太踏实实地打架。隔。
sad	-3.0	sample_00001959	他：我：弟弟，不确认，是精神病。
happy	2.25	sample_00006833	但，你一定要跟我说。
neutral	-0.5	sample_00003739	我很客气地跟他说话，竟跟他说出实情。
happy	1.0	sample_00006992	都是一家人。
angry	-2.75	sample_00001039	那你也等会儿吧，没工夫，给你挪车，我这忙。
neutral	0.0	sample_00004498	他临走前，对我说，他很爱。
angry	-2.25	sample_00003393	咱不说，高健林啊。
neutral	0.5	sample_00003389	看他有所作为？有。
worried	-1.0	sample_00003695	那。怎么了？
happy	2.5	sample_00000571	不上签，签，正说，出门，转身遇。
worried	-0.25	sample_00005179	留下来，我不知道能给你什么样的生活，但是，如果你愿意，试试看。
neutral	-0.25	sample_00005882	我觉得，那已经是背水一战了。
neutral	0.5	sample_00000660	领养者呢？可以去看看孩子，如果觉得这个孩子好。
surprise	-0.75	sample_00002912	不，不。
angry	-3.25	sample_00006489	你相亲，我相亲，哪？我。我。去。
worried	-1.25	sample_00000346	孩子和女人，你要。
angry	-3.5	sample_00005121	烦你，我那儿还一大队的事呢！这是我最后一次管你们俩的事，以后啊，爱怎么着怎。
happy	2.5	sample_00002711	喂！老婆。
angry	-3.5	sample_00001009	当狗，当驴，当畜生，快打！
worried	0.0	sample_00006354	对不起啊，一直在忙，不生气。
neutral	1.25	sample_00001581	其实，我的跑车也是借的，所以，我也是借光。
neutral	-0.25	sample_00001434	南楚和那个被撞的小孩，家的难处是不一样。
angry	-3.25	sample_00005433	什么？人？哪？刚才你没看见吗？在医院里，人家是。
neutral	-1.0	sample_00001017	没准，这事啊，就能画上句号了，可你要不去，你就且琢磨。
worried	-1.0	sample_00000092	把他留在这儿，早。
neutral	-0.25	sample_00006953	私人借款的，利率：半三分零。
angry	-4.0	sample_00005774	是，我知道，这套，隔壁、那套，是你爸、你妈留给你的，这是你的权利，你爱租给谁租给谁。行了吧，我走。
sad	-2.5	sample_00005097	这。这。这。
neutral	-1.25	sample_00005054	可以，只要你们觉得自己高考没问题，现在就可以走。
happy	0.25	sample_00002974	我觉得，我可以去博物馆、风景区。
angry	-1.25	sample_00006699	你打挡，目的，我正式通知你。
angry	-2.0	sample_00003436	不让女人撒娇的男人，恶毒。
neutral	0.25	sample_00001788	就算看中了，这样的条件，也是无可厚非的吧。
angry	-2.5	sample_00005654	这话，我怎么越来越听不明白了。
angry	-2.25	sample_00006914	我：这是在家呀，我：还穿什么？正武装王的。
neutral	-0.25	sample_00002728	我：手机没信号了，后来发现是卡坏了，我：这刚取。
sad	-4.0	sample_00006488	老时候，肯定会影响我，能不。
neutral	0.0	sample_00004541	去我小时候住的地方。
worried	-1.0	sample_00006975	他对医生很排斥，甚至是怨恨他，除了艾小天，他不和任何一个医生说。
sad	-4.0	sample_00005513	死了。
neutral	0.75	sample_00003426	嗯，你就尽管放手去做吧，不用考虑。
worried	-1.75	sample_00002482	爸，这事我知道，但是，薇薇那天没喝药。
sad	-1.5	sample_00006740	我把衣服给你带来了，穿上，回家吧。
neutral	0.0	sample_00006276	但是，你们自己的秘密。
surprise	-0.75	sample_00004900	
sad	-4.25	sample_00002344	那么，会说话，能感官？说：没？永久，没有了。
angry	-1.0	sample_00006283	打电话，问问，看他今天晚上能不能接。
neutral	-0.5	sample_00005102	我是担心我成你累赘，不担心你成我的这赘。
neutral	0.25	sample_00005340	吹进，牛排的一种，它的味道和它的工序一样繁。
angry	-3.0	sample_00006807	还有，你们曾主任，一个一个地跟我说话，那样子，不冷不热的，说，真的，我非常失望。我对你们这些做医生的，非常。
angry	-3.5	sample_00000114	行！行！行！行！湘：不过，我，丑，话说在前头，如果你影响禁毒了，我想加谁？
happy	2.25	sample_00003182	狼狈样子。哇。
neutral	-1.0	sample_00005984	睡什么？着？大白天的，再说，就睡着了。
worried	-1.25	sample_00006119	齐帮着想的，也有可能，不过，我看，这一家人，好像吃饭都成问题。
happy	3.0	sample_00001090	你。的。
sad	-3.75	sample_00003911	他：是不是把我抛弃了呀？为什么这么狠心呢？胖：我：自己留在这儿，我早点做错什么了。
angry	-2.75	sample_00001760	卫卫，她，可恨，再可恨！您看见了没有？她现在有多惨？
worried	-2.25	sample_00003264	毛小春的事。
angry	-1.75	sample_00002517	这事，结婚前，咱俩是不是说好了？
happy	2.5	sample_00006515	没事，阿姨一点也不。
surprise	-1.5	sample_00000374	啊！这不是要作死的？杰。
happy	2.25	sample_00001334	哦。
angry	-3.0	sample_00003821	这个死丫头，妈，给了你那么多钱，居然你每个假包去应付，嫂子，你怎么回事？
neutral	-1.75	sample_00000973	夕阳：有。
worried	2.0	sample_00004179	我觉得，他要是知道，我来找他做检查的话，可能会，可能会多想，你知道，所以，我担心。
angry	-3.0	sample_00005888	对，我，何止他呀。
worried	-1.5	sample_00002739	那怎么办呀？我：钱都交给中介中心了。
neutral	-0.5	sample_00003860	看看黄红兵，他们做的最后一起案子：办案人和两名受害人。
angry	-4.25	sample_00000443	滚蛋！你是人。
worried	-0.75	sample_00004389	还得看看能不能找到熟人，这样子，咱们能更加了解病情，跟主治医生也说得上话。小曲：她有个朋友，好像就在那儿，当医生的，你需不需要我打？
angry	-1.75	sample_00006146	您的，你是已经找好编剧进来了，是吧？我看你不是来跟我商量的，是，来。
neutral	-0.75	sample_00004459	这厨子呢？都有自己的秘密，不可告人。
neutral	0.75	sample_00000263	特别真实，特别可爱，跟我认识的人完全不一样。
happy	3.0	sample_00003077	还有，说，是我今年遇到的最好的医生。
happy	1.5	sample_00004574	这件事，你知道。
angry	-2.5	sample_00006989	你是白富美，我是穷。
neutral	0.5	sample_00002771	觉得你们俩完全可以互相，就像那个借酒，互助。
angry	-4.5	sample_00006742	你说，你为什么推我？
angry	-2.25	sample_00005952	孩子，在我肚子里，我怎么处理？他，需要经过。
worried	-0.75	sample_00000383	这么晚了，还给谁发信息？
worried	-0.5	sample_00003456	不许胡说。
neutral	-0.5	sample_00003345	回不回来？
angry	-2.0	sample_00006978	你还记得呀？
neutral	0.5	sample_00002881	那个，你们俩的事吧。
angry	-2.5	sample_00003837	说他越德，我就会觉得越内疚，除非我答应做他女朋友，不让我，一分钱也不会用。他的。小天，你真想让我难，我的感情，跟他做。
neutral	-0.25	sample_00003406	那个，小包，总要是听到你这样的评价。
worried	-1.25	sample_00004164	那也不行，我不要去，他非去，你说他一个哥哥，因为我去，把他妹妹教育了，我在中间，很难做啊。
neutral	-0.5	sample_00006017	谢！我，谢的下不了台，想找个人陪我，穿件，不肯。
neutral	0.0	sample_00002056	锻炼身体完毕，攒够了钱。
worried	-0.25	sample_00001031	你。
angry	-1.25	sample_00003892	大半夜的，别做白日梦了，好吗？高。利贷？才。
neutral	0.75	sample_00004716	我们两个车位相同，什么话都能说，但是只能做普通朋友。但是，赵医生就不一样了，他一出钱，什么话都不用讲。
angry	-3.5	sample_00002545	你，法官哪？
angry	-3.25	sample_00001703	不，口口声声说：四个小时吗？四个小时？怎么了？你知道这四个小时，我怎么过的吗？你可以去问问你母亲，我怎么跟她沟通的，我跟她沟通了多久，沟通了多少。
happy	2.25	sample_00002335	我都听了一下午了，要不是一个爱宾，记址，只能刷一次，我就刷他个。一千。
neutral	-0.5	sample_00003496	也许，有人会给你们成本价，但他们肯定会。
happy	1.25	sample_00006648	有。
angry	-2.75	sample_00006896	这，你把誓言都搬出来，是吧？真够高尚的！行！你刚上，我，卑微，你对我错，行吗？
angry	-1.5	sample_00005196	不是？那。那。那，你这干吗呢？你？学医？干。
surprise	-0.75	sample_00002526	会啊，刚才说得好好的。
sad	-2.5	sample_00002359	寂寞，你出现了，富二代，高富帅，还有钱。
angry	-1.0	sample_00003885	如果公司觉得表现最好的，都不能够货升迁，我很怀疑，我是否应该继续留在这里。
happy	1.0	sample_00001183	对了。
neutral	-0.5	sample_00000629	老邱。
happy	1.0	sample_00006268	房子还买了，花啊。
neutral	0.25	sample_00006959	你都没有走，你留下来陪我，说明你心里对我。
angry	-0.5	sample_00002743	你知道我是谁吗？
happy	2.25	sample_00001030	哎，不过，倒是你送我。
neutral	0.0	sample_00001559	刚才说过了，这是一个激动人。
happy	1.0	sample_00002322	女人嘛，还能干吗？
happy	1.0	sample_00003215	是的，这样吧，我陪你找个咖啡厅啊，你休息一会儿，我自己。
angry	-4.0	sample_00002042	我这心里头啊，难受极了，我们每天啊，辛辛苦。
worried	-0.25	sample_00002218	为国强。
happy	1.25	sample_00001455	温柔点，我看，免提啊。
angry	-1.25	sample_00003037	什么呀？都被谁谁拿去吃了。
happy	2.5	sample_00000633	是我。
neutral	1.0	sample_00006703	不，是，提醒，提醒，我，得干点正事儿。
worried	0.75	sample_00004262	您没有受伤吧。
neutral	0.25	sample_00003807	您拨打的用户：准备去跑步，请稍后再拨。
worried	-0.75	sample_00005589	我：有么？想问一下，那个樊樊姐，怎么样了？哦。
happy	2.25	sample_00002325	好，你这个派理，完了，之后，我还有很多游戏可以跟你玩，今晚十个。
angry	-1.75	sample_00004195	所找，一只云。
angry	-1.75	sample_00006593	我离开民政局。
happy	1.75	sample_00001828	这，哦，你当然知道，你是上帝的视角。
neutral	0.25	sample_00006752	王医生。
happy	3.75	sample_00006469	阿飞：叛道，去过。
angry	-1.5	sample_00001737	而招聘写的足够专业，并且资质优越的话，就不应该歧视。一。
sad	-2.5	sample_00006277	你，是在逃避，对吧。
neutral	-0.25	sample_00005502	那样，就可以帮着妈妈养家了。
sad	-2.0	sample_00004971	我明白了。
sad	-3.0	sample_00000488	我不知道他去哪儿了，跟我没有任何关系，我什么都不知道。
worried	-1.5	sample_00002799	这是我们家这么多年来欠她的。季婶，你可千万别告诉我！文国啊。
angry	-3.75	sample_00002390	你有本事，就把我塞回妈肚子里去，我今天晚上就上香，跟我妈说：你欺负我。
angry	-1.75	sample_00000957	我再说一遍，我只要小弟。
worried	0.0	sample_00005585	这件事啊，你们几个小年轻，别掺和，把嘴呢，都管严了，别到处说去。
worried	-1.25	sample_00004091	我要是再进去了，就没人帮你了。
happy	1.75	sample_00000771	丁：总，找我，有事。
angry	-4.0	sample_00004537	有钱，了不起啊！真是的。
happy	0.75	sample_00003427	
neutral	-0.75	sample_00004351	昨天，你在酒店大堂。
happy	2.75	sample_00007004	啊？今天，冰冰约了我，没准有好事。
happy	2.25	sample_00005750	不要助理出版人，出版人的，都一个单位了，不要那么客气。
angry	-3.5	sample_00000399	对，我，遥有尾巴，一个女人，连孩子都生不。
angry	-1.5	sample_00000201	
angry	-1.0	sample_00005842	你以为我跟老家人不敢翻脸？
happy	2.0	sample_00003653	爸，今天开了一天的会，好累。
happy	2.0	sample_00003267	对，对。
neutral	0.0	sample_00001609	干娘：阿姨，我给它放起来的，你不介。
happy	1.25	sample_00003371	这次呢，拿下自爱项目，全靠大家齐心协力。我在楼下的饭店里订了包厢。
angry	-1.5	sample_00001312	自从与小强搬到我们家，报家名，就像换了一个人一样。
sad	-2.25	sample_00004769	将。
angry	-0.75	sample_00001748	欧阳，有个同科室的同事，叫陈俊，曾经追过他两年，没错吧。
sad	-3.75	sample_00003474	为什么？每次都是这样子？说走就着，说走就走？不，是，不知道，错了，阿辉，你跟我回来。
neutral	1.25	sample_00003027	这小伙子，成绩特别优秀。
neutral	-0.75	sample_00002598	那。以前，不觉。
happy	1.75	sample_00002595	那不合适吧？怎么能让你。
sad	0.25	sample_00000873	
angry	-3.25	sample_00004719	我们找关教授，开始，到法国，跟我要脖子的资料，你都是在利用我们。
angry	-2.5	sample_00006706	梯级检查，受阻，整个过程，困难，中，中，什么都不用写，是吧。
angry	-2.5	sample_00000319	我去了多少家医院了？能治好吗？
neutral	0.75	sample_00003797	你看，我现在最想做什么？
worried	-1.75	sample_00004162	你怎么了？生病了。
surprise	1.0	sample_00000342	郝志，你不会是那个府外医院的。
happy	-1.5	sample_00002370	比你长得，你，就像送外卖的。
surprise	0.5	sample_00001719	我认识你六年了，今天才发现，你生了。
angry	-2.75	sample_00001387	听不懂吗？我说：我要到法院告。
happy	1.5	sample_00001073	让他也和以前不一样。我喜欢你现在的样。
angry	-1.5	sample_00003324	是因为，是兄弟，是朋友？你需要重新开始？我提供一个平台，我做错了吗？
neutral	-1.0	sample_00000187	我也没有办法想象，我以后穿西装。
angry	-1.5	sample_00006591	哦。
happy	1.25	sample_00006300	以后，我接你上班。
worried	-1.75	sample_00001708	哎呀。
happy	1.75	sample_00004460	
neutral	0.0	sample_00005159	我觉得，就算我不救你。
neutral	0.0	sample_00004998	我：以前没发现啊，我是这么烧而疼的！婚丧，嫁娶。
happy	1.75	sample_00000561	何总对我很照顾，我在那儿工作。
angry	-3.0	sample_00006565	我都是贱人，我跟你说。
happy	3.0	sample_00001491	我要。
worried	-2.5	sample_00003090	难道，我这一生，都要这样，为这个家庭战斗？
angry	-2.75	sample_00003070	啊！然后，在你女朋友协助下，又来到这儿，找他舅舅打工，你在逃亡，路线，关系，人，我们都掌握得清清楚楚。
neutral	-0.5	sample_00000351	不知道。
neutral	0.0	sample_00005447	第二天的时候，我没问他。
neutral	-0.5	sample_00006117	同一个学校的，我，是她的师妹，所以，她特别。
happy	1.0	sample_00001203	妈妈。
angry	-1.0	sample_00000289	我经常坐飞机。
neutral	0.25	sample_00002150	跟你说件事，这项链呢，是毛小春他妈留给。
angry	-3.0	sample_00003021	你一来，把我的生活搅得乱七八糟的，你还想怎么样？
worried	-0.5	sample_00000055	暂时得到一些缓解，但是，这台机器的使用呢？并。
worried	-1.5	sample_00001352	知道会有这种人，但是，这种故事，三分真，七分假，他才能够。
neutral	0.25	sample_00004794	我都坚信，我还可以找到一个。
happy	3.0	sample_00003625	我刚刚完成了一笔：意大利进口咖啡机。
angry	0.75	sample_00000183	皓坤，你和我有再大的仇，咱们俩也是兄弟，你能使出这么阴损的招来，我对你也是刮目相看。
happy	2.5	sample_00003774	来，你说，巧不巧，就那一次，我就怀了。
happy	1.25	sample_00006271	是。
neutral	-1.0	sample_00004409	对，对，在前头，大，在你那儿呢？
worried	-1.5	sample_00004873	他们要是怀找我的话，那就麻烦。
worried	-0.25	sample_00004257	在我们大夫的眼睛里，啊，病人的那些分分合合呢，我们都是不太放在心上的，我是关心能不能帮你解决。
angry	-3.75	sample_00004137	我：都跟你说了，不要问，福利院里捐钱。
angry	-2.5	sample_00002244	如果没有一种信念，我怎么能？
neutral	-0.5	sample_00004206	口水不够，供应的不够的时候，就如同在受刑啊。
happy	1.75	sample_00000078	阿姨，我请您一定放心。
angry	-3.0	sample_00003955	是他，放了我。
angry	-2.25	sample_00000639	我，真是不想再说。
angry	-0.75	sample_00000134	我：蒙！您，干吗？真有。
worried	-0.5	sample_00004499	牛文是肉瘤，你们院长有把握吗？
worried	-0.5	sample_00005832	是，有人跟我说，平静的水面下，往往是汹涌的暗流。
happy	2.25	sample_00003350	老罗。
neutral	-0.25	sample_00003100	那，既然这样的话，我提三点建议。
sad	-2.5	sample_00006341	八千，是你弟弟，被债主。
angry	-1.5	sample_00005151	你有本事啊，你，一坏顶三好。
surprise	-0.25	sample_00000166	好啊。
neutral	-0.75	sample_00004344	咱不是都说好了吗？
sad	-4.5	sample_00006639	不原体这个活蛋，一，就是个懦。
sad	-2.75	sample_00006328	这么多年来，我到插门之前。
worried	-1.5	sample_00001652	不是，最好，不要闹到外面去。
neutral	0.25	sample_00004906	唯有几个问题需要问。
neutral	-0.5	sample_00003045	你听我说。
angry	-0.5	sample_00002048	赶紧过来！
sad	-2.5	sample_00005061	把你折磨得一把银，了，一把笔。
neutral	0.0	sample_00000784	一个是要核实你之前所递上去的资料。
neutral	0.75	sample_00005040	很好啊！男人嘛，总是要拿出一点勇气出来。总。不。
happy	1.0	sample_00006779	好。
happy	0.75	sample_00004047	有了问题，我给我父亲这么一说。
neutral	-0.25	sample_00003030	我到超市去查了监控录像。
angry	-2.25	sample_00003147	哦，气死我了，气死。
angry	-3.25	sample_00001411	跟你说了，别再给我打电话，咱俩已经分手了，你别死皮赖脸，老缠着我，行不行？
angry	-2.0	sample_00005319	是不是？彭乾武？我要他亲口告诉。
angry	-2.75	sample_00005127	我现在是袁浩的女朋友，我警告你，你以后跟他有任何交往。
surprise	2.25	sample_00006969	你。你。
neutral	0.5	sample_00005946	三、天。
happy	1.75	sample_00005682	妈，问的，几家酒店，你帮我参谋参谋。
