emo	val	name	sentence
angry	-3.5	sample_00002829	陆远你有完没完了
happy	2.0	sample_00005366	你这人有一优点
worried	-3.0	sample_00002882	我要是死了你咋办呢就你这样的要没点没点出息哪个姑娘愿意嫁给你呀
worried	0.0	sample_00006536	我现在还没能确定我的记忆很模糊我一定会把这个
happy	2.0	sample_00006670	我真的一直都挺不好意思想跟你道歉
happy	3.0	sample_00005759	那不得了你还犹豫什么呀你
neutral	0.25	sample_00002278	我吗我在家里
worried	-1.25	sample_00003893	这藏着就怕别人知道所以这段时间你多陪陪他吧我也担心他
sad	-1.75	sample_00002212	让你能好过点是吗
happy	3.25	sample_00005948	你不顾身你说哪个女孩不希望身班养这么一个白
angry	-2.75	sample_00006617	旱涝保收
worried	1.0	sample_00000088	总得有个理由吧那我上面还有老板呀你得让我跟他们有个交代
neutral	0.25	sample_00003679	把别人想得太好但是也别把别人想得太坏
worried	-0.5	sample_00001529	我呢希望他已经
sad	-3.0	sample_00003994	你来就是跟我说这些
angry	-2.5	sample_00005396	我一直在利用你你这个傻瓜
neutral	-0.5	sample_00002173	我就是想带他来玩玩
angry	-2.0	sample_00004316	遇到你这样的女
happy	1.25	sample_00000349	好吧现在就剩我们两个人去了也好
surprise	-2.0	sample_00001838	你说什么
neutral	0.25	sample_00002207	每个人都可以按照他们想的去做
angry	-2.75	sample_00006301	你凭什么说我这么做就只是
surprise	-0.5	sample_00004671	不会吧不可能樊小妹不是这种人
worried	-1.5	sample_00001923	话这么说了你怎么现在总感觉我自己两头
angry	-3.5	sample_00002563	跟这种老板娘混有啥意思
neutral	1.25	sample_00001877	你想的爸爸
happy	2.75	sample_00002562	早说呀
neutral	-1.75	sample_00003454	一分钟这道菜一共
happy	2.5	sample_00000075	我大专毕业开苦耐劳认真努力
angry	-2.25	sample_00001282	阮小姐
angry	-2.5	sample_00005916	不可能不见面只有一种情况那就是她还有另外的男人
angry	-2.5	sample_00000604	你对得起他吗
angry	-1.75	sample_00003634	你这说什么呢你在这
neutral	-0.5	sample_00006023	
angry	-0.75	sample_00002459	天天挨打根本就不怪别人
neutral	-1.75	sample_00001914	你呀也别找了
neutral	-0.5	sample_00001928	只有黄红兵和那个女的的身份未确定但他们很有可能
neutral	0.5	sample_00000667	急着要买药酒敲门没人
neutral	0.0	sample_00002422	北的面前胸
happy	1.75	sample_00003214	所以不会有压力
angry	-2.75	sample_00001975	今天我算是遇上奇葩了你爱道不告
angry	-2.5	sample_00002002	弄得乱七八糟的让所有人都不舒服那你说这叫什么事
neutral	-0.25	sample_00002635	四儿他
sad	-3.75	sample_00003061	给我一个解释你说什么都好就说你是迫不得已就说你是为了我好
neutral	0.0	sample_00003980	那当然我是他父亲他是我儿
happy	1.75	sample_00006604	听说我们家欧阳有男朋友了
angry	-3.75	sample_00006025	这样桃子妈给你出个主意你现在就到大街上去
sad	-1.75	sample_00001466	还有很多时间
surprise	-0.75	sample_00002052	这突然恶心
worried	-0.25	sample_00003484	不能这样
angry	-3.75	sample_00003724	是因为我男朋友劈腿了我才跟她分的手我这辈子最痛恨的就是第三
angry	-1.25	sample_00001038	你回来干什么
angry	-3.25	sample_00002338	这明摆着吗那个混蛋因为那个老板娘
angry	-1.75	sample_00005625	什么叫我不就要根吸管啊
worried	-2.0	sample_00000441	问题这不是我的事这是我同事的
worried	-0.5	sample_00001436	现在身体情况一直不太好我呢也不太放心我就怕他呀根本
happy	1.0	sample_00004551	奶奶是双胞胎我们家是有双胞胎遗传基因的
sad	-2.5	sample_00005164	不是他不是
worried	-1.25	sample_00006772	您就没有想过找个男朋友
angry	-3.0	sample_00004161	你是不是根本就不在乎我
angry	-3.0	sample_00005649	我这还有什么意思
worried	-2.0	sample_00000031	哦
sad	-1.5	sample_00003169	妈帮他跟着我你放心等以后条件好了我带他回去过
surprise	1.0	sample_00005605	你怎么来了
angry	-3.0	sample_00005531	你现在变得越来越不可理喻了
worried	-0.25	sample_00006127	他妈跟我说这些的时候啊我心里真的挺感动的但后来又有点心慌我会不会是做错了什么
happy	1.5	sample_00000817	乖乖
angry	-3.0	sample_00006409	此计已经订婚了你女儿第三者插足插到我们家来
worried	-0.75	sample_00000498	喝牛奶结果樊姐就说没钱买然后樊姐她妈就让樊姐去买说哪怕是全家大人饿着肚子
neutral	0.5	sample_00006981	你妈妈确实过世了但是你的
neutral	1.75	sample_00004929	我要过这种人生这种人生只有朋友能给你
worried	-1.25	sample_00003083	军哥枪给了你
worried	-2.0	sample_00006032	唉你也是为家子好持家子
neutral	0.5	sample_00002162	那是朋友的一种包含和帮助
neutral	1.5	sample_00005095	刚才不好意思不过呢从刚刚的这个小意外和大家的一片惊呼声中我想到了四个字
surprise	1.5	sample_00006523	
worried	-1.25	sample_00006629	那怎么办我我是不是要被遣送回国
angry	-2.5	sample_00003999	那我们是什么我们是苍蝇
happy	2.25	sample_00006144	您可千万别和我客气啊我跟远总关系特别好您就把我当
worried	-1.25	sample_00003937	
happy	2.0	sample_00004024	那个我妈怀我的时候吧
worried	-2.25	sample_00003049	你让我去台湾是担心形势不利
angry	-2.75	sample_00003238	婆媳七年可有的时候看一个人呢还真是一分钟就
neutral	-0.25	sample_00002473	多的卡车都要经过地棒台那是唯一的一个中心点只要在上晚班的时候把湿块扔到车厢里第二天那些运煤在卡车就会把咱们运到全省甚至更远的炉火里边烧成灰
angry	-1.75	sample_00004027	当初我说什么来着
angry	-1.25	sample_00003462	你把我推来推去你信不信
happy	2.0	sample_00000007	那就不见不散了啊好那姐
happy	3.0	sample_00006079	那我不跟你说了我得赶紧选衣服去了谢谢你啊亲爱的
sad	-3.5	sample_00001747	我真的需要人帮我我知道你是个好人
neutral	-0.25	sample_00000928	再说了人家要对你面试的呀
surprise	-2.0	sample_00006313	这么多啊
sad	-2.25	sample_00004085	你二哥的癌
happy	2.0	sample_00002426	我想大半夜能够把我们从被窝里给揪出来不是朋友是什么
happy	3.5	sample_00006861	简直就是一箭三雕呢
angry	-4.75	sample_00005864	你们根本就没想过我为什么想死啊那还是因为我觉得活着我就折磨
angry	-3.5	sample_00002276	再说了我也不是儿媳妇关他什么事啊今天也泼我一身的水这回几乎忍不了忍不了
surprise	1.0	sample_00006183	你爸的照片
worried	-1.25	sample_00005758	等到你这个新鲜劲过了以后不陪他吗对他会
neutral	-1.5	sample_00006186	忘了忘了忘了
happy	1.0	sample_00002190	公公公公公
worried	-1.75	sample_00006249	好的那你抓紧时间哦这么冷的
angry	-3.75	sample_00004956	我的手艺学三只手的手艺
happy	2.0	sample_00003180	我请了三天假来陪你
neutral	0.25	sample_00005335	是我的衣食父母
angry	-3.0	sample_00001492	瞅瞅你这个样子你就是个感情骗子你说你骗谁不行你骗要骗干净啊
surprise	4.25	sample_00002571	他活着好
happy	1.75	sample_00005867	那更好
worried	-0.75	sample_00003239	
angry	-1.5	sample_00000823	我对这个材用得非常有意见你知道吧
angry	-2.5	sample_00001655	回去你不让我回去演出
neutral	0.5	sample_00002930	多一些沟通
angry	-2.25	sample_00004485	我把王博推给家属去道歉这钱怎么道
neutral	0.25	sample_00000279	还不知道多久才好呢你先回去吧我俩打车
worried	-1.75	sample_00003828	我我不知道你你之前落过敏我就是想
angry	-3.0	sample_00002888	桃子不在家去哪儿了她都不知道这还得了啊
surprise	-0.5	sample_00000368	你是谁
sad	-4.0	sample_00000974	你以为你以为你死了就可以一了百了了
neutral	0.0	sample_00003718	你李叔那儿子镶着那姑娘
worried	-2.0	sample_00003864	老胡对不起啊你看你费劲把理给他找一份工作怎么又干出这样的事呢
happy	1.0	sample_00003252	一个人呢我有冯磊有他在的地方就是
worried	-1.5	sample_00004366	也不合适万一让他的病人看见影响他的声誉怎么办而且樊姐他爸住院赵医生帮了不少忙
angry	-2.75	sample_00003134	警告你啊冯家河你不许再跟那小子
sad	-2.75	sample_00005324	不是不是这样的当时当时我确实不是要故意把你搞丢了
surprise	-2.75	sample_00000997	死了怎么死啊
happy	2.25	sample_00003153	一定很高兴很高兴
angry	-2.25	sample_00005462	你是一而再再而三
angry	-4.0	sample_00000418	你什么时候才能学会保护自己为自己负责
sad	-3.5	sample_00004476	今天我再问你一遍尘放的死你有没有关系
angry	-3.75	sample_00004803	没话可以找话呀
happy	2.0	sample_00003017	嗯嗯李主任那个我想问问您唱歌到底有几个名字
angry	-4.5	sample_00000938	管好你儿子吧
neutral	0.25	sample_00004966	他相反的不怎么说
worried	-1.25	sample_00005110	不是你这房产证都给人家了你再要回来就跟合适吗这个
worried	-1.25	sample_00001070	他越这样我心里越慌
happy	2.0	sample_00002993	这有什么呀跟这种人在一
neutral	0.0	sample_00003578	一心两用总比你的追魂夺命扣要强
angry	-2.75	sample_00005473	别的女人被我捉到了这算不算丢了刘家
sad	-4.25	sample_00002804	但是我为了想给他要挣点钱没有能这个
neutral	0.5	sample_00004131	特别地潇洒特别的快乐我过得很心
neutral	-1.0	sample_00006191	你不是觉得在这儿不方便院父近有个咖啡馆我可以去那儿等你啊但是你下班必须
angry	-4.0	sample_00002298	那是我一分钱一分钱修车攒出来的我问你我
sad	-2.25	sample_00000276	你看
angry	-1.0	sample_00001597	把他们两个嘴堵上
worried	-1.0	sample_00001378	我要血泪教训我一定要讲给你听如果你想对一个男人太好你即使心里这么想的你也不能
neutral	0.25	sample_00005005	好像我是最有资格陪在你的身边和你共同面对这件事
angry	-4.25	sample_00006291	给我点心这骗子
angry	-2.0	sample_00004772	不要乱发评论
worried	-2.5	sample_00004456	我了解他他这个人只要是被他记恨的人他
worried	0.25	sample_00002510	这体育精神也不比那个体育成绩重要啊下个月
sad	-2.25	sample_00006679	对刘东然后我们就大吵了一架
worried	-1.75	sample_00005678	哎呀养一个孩子已经不容易了现在又怀上另外一个这真的负担
happy	2.75	sample_00000208	伯母好
worried	-2.25	sample_00004901	可你想过没有
neutral	0.0	sample_00000527	还没有准备好吧
happy	0.75	sample_00006863	就要凡是听从夫家的
neutral	-0.25	sample_00005023	哪两同伙
neutral	-0.25	sample_00005635	瞳瞳腿归我抚
neutral	-0.25	sample_00006931	都宿命般地分手了分手的具体过程和细节不为外人所道三个当事人的说法彼此出入很大老年萧军
worried	-2.25	sample_00006937	我妈到底怎么了
worried	-1.5	sample_00004033	我们全往你一个人身上喷会把人喷
neutral	0.75	sample_00001718	我想
neutral	-1.5	sample_00000650	因为这三年期间我自己也反思过
worried	-2.5	sample_00002786	晓波你好好想想你演戏越来越好
sad	-4.25	sample_00006554	嗯嗯
sad	-2.25	sample_00006548	
happy	-1.0	sample_00004462	跟这儿打这算盘的啊玩
worried	-0.25	sample_00006529	如果什么大病直接跟我说不用瞒着我有心理承受能力
surprise	-1.75	sample_00000439	啊啊
worried	-1.25	sample_00000970	来了第一天就把后厨基本上全都给开了我怀疑他是知道了成心
worried	-1.75	sample_00007018	我呀不是不愿意陪你去
happy	2.25	sample_00001865	看你现在这样我就放
angry	-4.25	sample_00003682	我没有到的原因是不管怎么说人家邵主任在第一时间跟我讲了实情
neutral	-0.5	sample_00000358	他从小是单亲家庭长大的一直跟着妈
neutral	-0.25	sample_00006445	宋琦的爸爸呀在出海的时候死了
angry	-2.5	sample_00000218	这不是三十八度还没到吗三十八度才算烧呢我是去了不是让人笑话吗
neutral	0.0	sample_00003569	不真不要他的老朋友
angry	-2.75	sample_00005146	然后盯梢要监视别在我这儿
angry	-2.25	sample_00003379	还骗人说上厕所正好
happy	2.0	sample_00005760	不过
happy	2.25	sample_00003340	不过也挺管用的你那天不是也被我给
neutral	0.0	sample_00001977	后来我老公答应要付钱
worried	-1.25	sample_00004470	我们俩现在全靠我奶奶救济呢
happy	1.5	sample_00003418	我告诉他他知道了肯定感动得死去活来
neutral	-1.75	sample_00005516	希望我能去帮他做
neutral	-1.0	sample_00004517	我想问一下咱们这老板怎么总也见不着人呢
angry	-2.5	sample_00000904	什么时候能长记性你你把他腿打折都不一定长记
neutral	-0.5	sample_00000324	
neutral	0.0	sample_00001956	哎周末你要陪小凡的父母回老家呀可以呀正好那两天我也有事有两个客户要见还要参加一个论坛好那你一路上小心点有什么事给我打电话
angry	-2.5	sample_00002294	反正我现在是看清楚了路远就是这个世界上最无耻最不要脸
sad	-4.0	sample_00001231	你这破歌我当时我跟他好的时候就唱了这歌
neutral	0.25	sample_00001913	那咱们就取个上线给五百吧
neutral	-1.5	sample_00005621	我想这个事情你也不想让其他人知道吧
angry	-2.25	sample_00003729	我们两个人过日子不是
worried	-1.25	sample_00004884	可有些事我实在没有办法
happy	1.5	sample_00001366	我想听听你还有什么样的想法
happy	2.25	sample_00004999	谢谢
happy	3.25	sample_00004300	嗯这是毛主席语录
angry	-2.5	sample_00004466	我可以陪你的我的车
angry	-2.25	sample_00000812	你是不是看见我丈夫跟那个比基尼的女人
happy	1.5	sample_00001415	那不好意思啊我一直都不知道该怎么感谢你
angry	-2.25	sample_00003229	你们两个怎么这么没有良心啊你们怎么不关心关心我呢
angry	-2.5	sample_00002544	那你现在那位极品婆婆都已经说了你为了离婚跟你爸串通起来来骗他们家的财产
worried	-1.5	sample_00000348	可是他对别人都有记忆怎么偏偏不认识我
sad	-4.0	sample_00000809	你知道爸为什么要去新疆吗
sad	-3.5	sample_00002995	你疯狂用那个样了
neutral	0.0	sample_00006572	嗯是
angry	-3.5	sample_00001641	你应该就是他嘴里说的那种全天下最恶毒的
neutral	-1.0	sample_00001191	接着你的饭碗我再跟你抢夺干净的话那就是我不是恩将仇报
angry	-2.5	sample_00002477	没想到你是警察何必骗我呢
neutral	1.25	sample_00002385	那那
angry	-2.75	sample_00001802	我告诉你们我不后悔当医生当成你们这样我宁可不当
neutral	-0.25	sample_00003534	把别人拖下水不如太踏实实地打架隔
sad	-3.0	sample_00001959	他我弟弟不确认是精神病
happy	2.25	sample_00006833	但你一定要跟我说
neutral	-0.5	sample_00003739	我很客气地跟他说话竟跟他说出实情
happy	1.0	sample_00006992	都是一家人
angry	-2.75	sample_00001039	那你也等会儿吧没工夫给你挪车我这忙
neutral	0.0	sample_00004498	他临走前对我说他很爱
angry	-2.25	sample_00003393	咱不说高健林啊
neutral	0.5	sample_00003389	看他有所作为有
worried	-1.0	sample_00003695	那怎么了
happy	2.5	sample_00000571	不上签签正说出门转身遇
worried	-0.25	sample_00005179	留下来我不知道能给你什么样的生活但是如果你愿意试试看
neutral	-0.25	sample_00005882	我觉得那已经是背水一战了
neutral	0.5	sample_00000660	领养者呢可以去看看孩子如果觉得这个孩子好
surprise	-0.75	sample_00002912	不不
angry	-3.25	sample_00006489	你相亲我相亲哪我我去
worried	-1.25	sample_00000346	孩子和女人你要
angry	-3.5	sample_00005121	烦你我那儿还一大队的事呢这是我最后一次管你们俩的事以后啊爱怎么着怎
happy	2.5	sample_00002711	喂老婆
angry	-3.5	sample_00001009	当狗当驴当畜生快打
worried	0.0	sample_00006354	对不起啊一直在忙不生气
neutral	1.25	sample_00001581	其实我的跑车也是借的所以我也是借光
neutral	-0.25	sample_00001434	南楚和那个被撞的小孩家的难处是不一样
angry	-3.25	sample_00005433	什么人哪刚才你没看见吗在医院里人家是
neutral	-1.0	sample_00001017	没准这事啊就能画上句号了可你要不去你就且琢磨
worried	-1.0	sample_00000092	把他留在这儿早
neutral	-0.25	sample_00006953	私人借款的利率半三分零
angry	-4.0	sample_00005774	是我知道这套隔壁那套是你爸你妈留给你的这是你的权利你爱租给谁租给谁行了吧我走
sad	-2.5	sample_00005097	这这这
neutral	-1.25	sample_00005054	可以只要你们觉得自己高考没问题现在就可以走
happy	0.25	sample_00002974	我觉得我可以去博物馆风景区
angry	-1.25	sample_00006699	你打挡目的我正式通知你
angry	-2.0	sample_00003436	不让女人撒娇的男人恶毒
neutral	0.25	sample_00001788	就算看中了这样的条件也是无可厚非的吧
angry	-2.5	sample_00005654	这话我怎么越来越听不明白了
angry	-2.25	sample_00006914	我这是在家呀我还穿什么正武装王的
neutral	-0.25	sample_00002728	我手机没信号了后来发现是卡坏了我这刚取
sad	-4.0	sample_00006488	老时候肯定会影响我能不
neutral	0.0	sample_00004541	去我小时候住的地方
worried	-1.0	sample_00006975	他对医生很排斥甚至是怨恨他除了艾小天他不和任何一个医生说
sad	-4.0	sample_00005513	死了
neutral	0.75	sample_00003426	嗯你就尽管放手去做吧不用考虑
worried	-1.75	sample_00002482	爸这事我知道但是薇薇那天没喝药
sad	-1.5	sample_00006740	我把衣服给你带来了穿上回家吧
neutral	0.0	sample_00006276	但是你们自己的秘密
surprise	-0.75	sample_00004900	
sad	-4.25	sample_00002344	那么会说话能感官说没永久没有了
angry	-1.0	sample_00006283	打电话问问看他今天晚上能不能接
neutral	-0.5	sample_00005102	我是担心我成你累赘不担心你成我的这赘
neutral	0.25	sample_00005340	吹进牛排的一种它的味道和它的工序一样繁
angry	-3.0	sample_00006807	还有你们曾主任一个一个地跟我说话那样子不冷不热的说真的我非常失望我对你们这些做医生的非常
angry	-3.5	sample_00000114	行行行行湘不过我丑话说在前头如果你影响禁毒了我想加谁
happy	2.25	sample_00003182	狼狈样子哇
neutral	-1.0	sample_00005984	睡什么着大白天的再说就睡着了
worried	-1.25	sample_00006119	齐帮着想的也有可能不过我看这一家人好像吃饭都成问题
happy	3.0	sample_00001090	你的
sad	-3.75	sample_00003911	他是不是把我抛弃了呀为什么这么狠心呢胖我自己留在这儿我早点做错什么了
angry	-2.75	sample_00001760	卫卫她可恨再可恨您看见了没有她现在有多惨
worried	-2.25	sample_00003264	毛小春的事
angry	-1.75	sample_00002517	这事结婚前咱俩是不是说好了
happy	2.5	sample_00006515	没事阿姨一点也不
surprise	-1.5	sample_00000374	啊这不是要作死的杰
happy	2.25	sample_00001334	哦
angry	-3.0	sample_00003821	这个死丫头妈给了你那么多钱居然你每个假包去应付嫂子你怎么回事
neutral	-1.75	sample_00000973	夕阳有
worried	2.0	sample_00004179	我觉得他要是知道我来找他做检查的话可能会可能会多想你知道所以我担心
angry	-3.0	sample_00005888	对我何止他呀
worried	-1.5	sample_00002739	那怎么办呀我钱都交给中介中心了
neutral	-0.5	sample_00003860	看看黄红兵他们做的最后一起案子办案人和两名受害人
angry	-4.25	sample_00000443	滚蛋你是人
worried	-0.75	sample_00004389	还得看看能不能找到熟人这样子咱们能更加了解病情跟主治医生也说得上话小曲她有个朋友好像就在那儿当医生的你需不需要我打
angry	-1.75	sample_00006146	您的你是已经找好编剧进来了是吧我看你不是来跟我商量的是来
neutral	-0.75	sample_00004459	这厨子呢都有自己的秘密不可告人
neutral	0.75	sample_00000263	特别真实特别可爱跟我认识的人完全不一样
happy	3.0	sample_00003077	还有说是我今年遇到的最好的医生
happy	1.5	sample_00004574	这件事你知道
angry	-2.5	sample_00006989	你是白富美我是穷
neutral	0.5	sample_00002771	觉得你们俩完全可以互相就像那个借酒互助
angry	-4.5	sample_00006742	你说你为什么推我
angry	-2.25	sample_00005952	孩子在我肚子里我怎么处理他需要经过
worried	-0.75	sample_00000383	这么晚了还给谁发信息
worried	-0.5	sample_00003456	不许胡说
neutral	-0.5	sample_00003345	回不回来
angry	-2.0	sample_00006978	你还记得呀
neutral	0.5	sample_00002881	那个你们俩的事吧
angry	-2.5	sample_00003837	说他越德我就会觉得越内疚除非我答应做他女朋友不让我一分钱也不会用他的小天你真想让我难我的感情跟他做
neutral	-0.25	sample_00003406	那个小包总要是听到你这样的评价
worried	-1.25	sample_00004164	那也不行我不要去他非去你说他一个哥哥因为我去把他妹妹教育了我在中间很难做啊
neutral	-0.5	sample_00006017	谢我谢的下不了台想找个人陪我穿件不肯
neutral	0.0	sample_00002056	锻炼身体完毕攒够了钱
worried	-0.25	sample_00001031	你
angry	-1.25	sample_00003892	大半夜的别做白日梦了好吗高利贷才
neutral	0.75	sample_00004716	我们两个车位相同什么话都能说但是只能做普通朋友但是赵医生就不一样了他一出钱什么话都不用讲
angry	-3.5	sample_00002545	你法官哪
angry	-3.25	sample_00001703	不口口声声说四个小时吗四个小时怎么了你知道这四个小时我怎么过的吗你可以去问问你母亲我怎么跟她沟通的我跟她沟通了多久沟通了多少
happy	2.25	sample_00002335	我都听了一下午了要不是一个爱宾记址只能刷一次我就刷他个一千
neutral	-0.5	sample_00003496	也许有人会给你们成本价但他们肯定会
happy	1.25	sample_00006648	有
angry	-2.75	sample_00006896	这你把誓言都搬出来是吧真够高尚的行你刚上我卑微你对我错行吗
angry	-1.5	sample_00005196	不是那那那你这干吗呢你学医干
surprise	-0.75	sample_00002526	会啊刚才说得好好的
sad	-2.5	sample_00002359	寂寞你出现了富二代高富帅还有钱
angry	-1.0	sample_00003885	如果公司觉得表现最好的都不能够货升迁我很怀疑我是否应该继续留在这里
happy	1.0	sample_00001183	对了
neutral	-0.5	sample_00000629	老邱
happy	1.0	sample_00006268	房子还买了花啊
neutral	0.25	sample_00006959	你都没有走你留下来陪我说明你心里对我
angry	-0.5	sample_00002743	你知道我是谁吗
happy	2.25	sample_00001030	哎不过倒是你送我
neutral	0.0	sample_00001559	刚才说过了这是一个激动人
happy	1.0	sample_00002322	女人嘛还能干吗
happy	1.0	sample_00003215	是的这样吧我陪你找个咖啡厅啊你休息一会儿我自己
angry	-4.0	sample_00002042	我这心里头啊难受极了我们每天啊辛辛苦
worried	-0.25	sample_00002218	为国强
happy	1.25	sample_00001455	温柔点我看免提啊
angry	-1.25	sample_00003037	什么呀都被谁谁拿去吃了
happy	2.5	sample_00000633	是我
neutral	1.0	sample_00006703	不是提醒提醒我得干点正事儿
worried	0.75	sample_00004262	您没有受伤吧
neutral	0.25	sample_00003807	您拨打的用户准备去跑步请稍后再拨
worried	-0.75	sample_00005589	我有么想问一下那个樊樊姐怎么样了哦
happy	2.25	sample_00002325	好你这个派理完了之后我还有很多游戏可以跟你玩今晚十个
angry	-1.75	sample_00004195	所找一只云
angry	-1.75	sample_00006593	我离开民政局
happy	1.75	sample_00001828	这哦你当然知道你是上帝的视角
neutral	0.25	sample_00006752	王医生
happy	3.75	sample_00006469	阿飞叛道去过
angry	-1.5	sample_00001737	而招聘写的足够专业并且资质优越的话就不应该歧视一
sad	-2.5	sample_00006277	你是在逃避对吧
neutral	-0.25	sample_00005502	那样就可以帮着妈妈养家了
sad	-2.0	sample_00004971	我明白了
sad	-3.0	sample_00000488	我不知道他去哪儿了跟我没有任何关系我什么都不知道
worried	-1.5	sample_00002799	这是我们家这么多年来欠她的季婶你可千万别告诉我文国啊
angry	-3.75	sample_00002390	你有本事就把我塞回妈肚子里去我今天晚上就上香跟我妈说你欺负我
angry	-1.75	sample_00000957	我再说一遍我只要小弟
worried	0.0	sample_00005585	这件事啊你们几个小年轻别掺和把嘴呢都管严了别到处说去
worried	-1.25	sample_00004091	我要是再进去了就没人帮你了
happy	1.75	sample_00000771	丁总找我有事
angry	-4.0	sample_00004537	有钱了不起啊真是的
happy	0.75	sample_00003427	
neutral	-0.75	sample_00004351	昨天你在酒店大堂
happy	2.75	sample_00007004	啊今天冰冰约了我没准有好事
happy	2.25	sample_00005750	不要助理出版人出版人的都一个单位了不要那么客气
angry	-3.5	sample_00000399	对我遥有尾巴一个女人连孩子都生不
angry	-1.5	sample_00000201	
angry	-1.0	sample_00005842	你以为我跟老家人不敢翻脸
happy	2.0	sample_00003653	爸今天开了一天的会好累
happy	2.0	sample_00003267	对对
neutral	0.0	sample_00001609	干娘阿姨我给它放起来的你不介
happy	1.25	sample_00003371	这次呢拿下自爱项目全靠大家齐心协力我在楼下的饭店里订了包厢
angry	-1.5	sample_00001312	自从与小强搬到我们家报家名就像换了一个人一样
sad	-2.25	sample_00004769	将
angry	-0.75	sample_00001748	欧阳有个同科室的同事叫陈俊曾经追过他两年没错吧
sad	-3.75	sample_00003474	为什么每次都是这样子说走就着说走就走不是不知道错了阿辉你跟我回来
neutral	1.25	sample_00003027	这小伙子成绩特别优秀
neutral	-0.75	sample_00002598	那以前不觉
happy	1.75	sample_00002595	那不合适吧怎么能让你
sad	0.25	sample_00000873	
angry	-3.25	sample_00004719	我们找关教授开始到法国跟我要脖子的资料你都是在利用我们
angry	-2.5	sample_00006706	梯级检查受阻整个过程困难中中什么都不用写是吧
angry	-2.5	sample_00000319	我去了多少家医院了能治好吗
neutral	0.75	sample_00003797	你看我现在最想做什么
worried	-1.75	sample_00004162	你怎么了生病了
surprise	1.0	sample_00000342	郝志你不会是那个府外医院的
happy	-1.5	sample_00002370	比你长得你就像送外卖的
surprise	0.5	sample_00001719	我认识你六年了今天才发现你生了
angry	-2.75	sample_00001387	听不懂吗我说我要到法院告
happy	1.5	sample_00001073	让他也和以前不一样我喜欢你现在的样
angry	-1.5	sample_00003324	是因为是兄弟是朋友你需要重新开始我提供一个平台我做错了吗
neutral	-1.0	sample_00000187	我也没有办法想象我以后穿西装
angry	-1.5	sample_00006591	哦
happy	1.25	sample_00006300	以后我接你上班
worried	-1.75	sample_00001708	哎呀
happy	1.75	sample_00004460	
neutral	0.0	sample_00005159	我觉得就算我不救你
neutral	0.0	sample_00004998	我以前没发现啊我是这么烧而疼的婚丧嫁娶
happy	1.75	sample_00000561	何总对我很照顾我在那儿工作
angry	-3.0	sample_00006565	我都是贱人我跟你说
happy	3.0	sample_00001491	我要
worried	-2.5	sample_00003090	难道我这一生都要这样为这个家庭战斗
angry	-2.75	sample_00003070	啊然后在你女朋友协助下又来到这儿找他舅舅打工你在逃亡路线关系人我们都掌握得清清楚楚
neutral	-0.5	sample_00000351	不知道
neutral	0.0	sample_00005447	第二天的时候我没问他
neutral	-0.5	sample_00006117	同一个学校的我是她的师妹所以她特别
happy	1.0	sample_00001203	妈妈
angry	-1.0	sample_00000289	我经常坐飞机
neutral	0.25	sample_00002150	跟你说件事这项链呢是毛小春他妈留给
angry	-3.0	sample_00003021	你一来把我的生活搅得乱七八糟的你还想怎么样
worried	-0.5	sample_00000055	暂时得到一些缓解但是这台机器的使用呢并
worried	-1.5	sample_00001352	知道会有这种人但是这种故事三分真七分假他才能够
neutral	0.25	sample_00004794	我都坚信我还可以找到一个
happy	3.0	sample_00003625	我刚刚完成了一笔意大利进口咖啡机
angry	0.75	sample_00000183	皓坤你和我有再大的仇咱们俩也是兄弟你能使出这么阴损的招来我对你也是刮目相看
happy	2.5	sample_00003774	来你说巧不巧就那一次我就怀了
happy	1.25	sample_00006271	是
neutral	-1.0	sample_00004409	对对在前头大在你那儿呢
worried	-1.5	sample_00004873	他们要是怀找我的话那就麻烦
worried	-0.25	sample_00004257	在我们大夫的眼睛里啊病人的那些分分合合呢我们都是不太放在心上的我是关心能不能帮你解决
angry	-3.75	sample_00004137	我都跟你说了不要问福利院里捐钱
angry	-2.5	sample_00002244	如果没有一种信念我怎么能
neutral	-0.5	sample_00004206	口水不够供应的不够的时候就如同在受刑啊
happy	1.75	sample_00000078	阿姨我请您一定放心
angry	-3.0	sample_00003955	是他放了我
angry	-2.25	sample_00000639	我真是不想再说
angry	-0.75	sample_00000134	我蒙您干吗真有
worried	-0.5	sample_00004499	牛文是肉瘤你们院长有把握吗
worried	-0.5	sample_00005832	是有人跟我说平静的水面下往往是汹涌的暗流
happy	2.25	sample_00003350	老罗
neutral	-0.25	sample_00003100	那既然这样的话我提三点建议
sad	-2.5	sample_00006341	八千是你弟弟被债主
angry	-1.5	sample_00005151	你有本事啊你一坏顶三好
surprise	-0.25	sample_00000166	好啊
neutral	-0.75	sample_00004344	咱不是都说好了吗
sad	-4.5	sample_00006639	不原体这个活蛋一就是个懦
sad	-2.75	sample_00006328	这么多年来我到插门之前
worried	-1.5	sample_00001652	不是最好不要闹到外面去
neutral	0.25	sample_00004906	唯有几个问题需要问
neutral	-0.5	sample_00003045	你听我说
angry	-0.5	sample_00002048	赶紧过来
sad	-2.5	sample_00005061	把你折磨得一把银了一把笔
neutral	0.0	sample_00000784	一个是要核实你之前所递上去的资料
neutral	0.75	sample_00005040	很好啊男人嘛总是要拿出一点勇气出来总不
